738.5772457		 0.01097407171
743.8196386		 0.1510907810
749.0620315		 0.3822833514
754.3044245		 0.7676043021
759.5468174		 1.328071139
764.7892103		 2.350923117
769.3167315		 3.710055198
772.6527997		 5.533907698
775.7505774		 7.243998774
777.4662696		 9.073722831
778.8483550		 11.03115326
780.2780985		 13.18895058
781.7078421		 15.30821581
783.0899275		 17.44289388
784.1384061		 19.50821417
785.0439103		 21.97426826
785.9970726		 24.64582685
786.9502350		 27.26600931
787.9033974		 29.93756791
788.8565597		 32.58343843
789.8097221		 35.21646493
790.7628844		 37.78527127
791.7160468		 40.21279326
792.6692091		 42.60178315
793.6223715		 45.01646111
794.5755338		 47.37976294
795.5286962		 49.79444090
796.4818585		 52.18343079
797.4350209		 54.70086100
798.3881832		 57.19260315
799.3413456		 58.90728138
800.2945079		 60.56416147
801.2476703		 62.24030760
802.2484907		 64.11296742
803.5829180		 66.20911339
804.5837385		 68.05865396
805.5845590		 69.84654317
807.4432256		 72.08525789
809.3495503		 74.08892683
811.2558750		 76.09259578
813.4004903		 78.07699867
816.0216867		 79.84947505
820.0249686		 81.95332744
823.6129440		 81.99626320
828.1745067		 81.48884055
833.4168996		 82.30852329
836.6338226		 80.73571323
838.1032812		 78.92470476
839.6124549		 77.02378807
841.2464475		 75.22562364
844.2723598		 74.02684735
849.1440784		 73.37608308
854.1481808		 71.98892765
857.9608302		 70.30635950
860.5820267		 68.53645194
863.2032231		 66.74856272
866.7775819		 64.99321173
870.8285219		 63.34810533
874.4028808		 61.62929867
877.7389490		 59.90085897
880.5984360		 58.16361194
883.2196325		 56.42196125
886.7939913		 54.47823112
891.3215125		 53.03113688
894.6099226		 50.98122942
895.8490337		 49.16508334
897.2787772		 47.32838681
898.7085207		 45.56875447
900.1382643		 43.74490197
901.3773753		 41.88765499
902.7118026		 39.94563740
903.7126231		 38.06141795
904.6657854		 36.38527181
905.6189478		 34.74765777
906.5721101		 33.07151164
907.5252725		 31.37609945
908.5260929		 29.63444876
909.9081784		 27.65133026
911.5081294		 25.46417515
912.8153235		 23.39224936
914.1974089		 21.51188312
915.7860129		 19.58527836
918.0100583		 17.58160942
919.9163830		 15.78986700
921.8227078		 13.97885853
924.2056136		 12.22564821
927.0651007		 10.56876812
929.9245877		 8.937576095
933.0223654		 7.221980434
936.5967242		 5.299504119
941.1242454		 3.857177743
946.3666383		 2.715226562
951.6090312		 1.902549648
956.8514242		 1.496211191
962.0938171		 1.166936924
967.3362100		 0.8376626567
972.5786030		 0.7255692893
977.8209959		 0.5434175672
983.0633888		 0.4523417061
988.3057818		 0.4873708834
993.5481747		 0.3612658450
998.7905676		 0.3192308322
1004.032961		 0.3192308322
1009.275354		 0.3192308322
1014.517746		 0.3192308322
1019.760139		 0.1861199584
1025.002532		 0.1861199584
1030.244925		 0.2141433002
1035.487318		 0.1721082874
1040.729711		 0.1510907810
1045.972104		 0.1020499328
1051.214497		 0.08103242637
1056.456890		 0.01797990717
1061.699283		 0.01097407171
1066.941676		 0.01097407171
1072.184069		 0.01097407171
1077.426462		 0.01097407171
1080.285949		 0.01097407171
